"CustomerID","Age","UsageFrequency","SupportTickets","SubscriptionTier","SatisfactionScore","DataUsage_GB","ContractDuration_Months","Churn"
"CZA0435",33,11,1,"Basic",6,11.5486605112172,6,0
"CZA0436",56,13,1,"Basic",7,2.81704161833629,12,0
"CZA0437",25,6,2,"Premium",5,4.86069988788195,6,0
"CZA0438",48,19,4,"Premium",6,17.2471044031444,24,0
"CZA0439",24,12,2,"Standard",8,1.52847174569279,6,0
"CZA0440",28,17,2,"Standard",6,2.12695220719859,24,0
"CZA0441",36,16,1,"Premium",9,18.3744455589025,24,0
"CZA0442",54,10,2,"Standard",4,4.17721623070874,6,0
"CZA0443",63,15,0,"Basic",6,17.6475138130169,6,0
"CZA0444",28,20,2,"Premium",9,6.56810172150939,6,0
"CZA0445",72,15,3,"Standard",7,9.96862813146956,6,0
"CZA0446",62,20,3,"Premium",5,13.0566191891986,1,0
"CZA0447",65,11,0,"Basic",8,4.68399646691867,6,0
"CZA0448",27,21,2,"Standard",4,5.97023538020547,6,0
"CZA0449",40,13,2,"Standard",6,5.5258218156038,12,0
"CZA0450",60,10,1,"Basic",4,53.0512800141005,12,0
"CZA0451",50,22,2,"Premium",8,8.07120628146447,1,0
"CZA0452",40,21,3,"Standard",8,10.2878161415284,12,0
"CZA0453",33,18,3,"Standard",7,5.82100263721476,6,0
"CZA0454",22,18,0,"Premium",7,6.23854230511402,24,0
"CZA0455",33,21,2,"Basic",8,19.3971911247027,1,1
"CZA0456",73,8,3,"Basic",6,5.82862679425384,1,0
"CZA0457",68,21,1,"Standard",7,7.49394538063746,24,0
"CZA0458",64,24,3,"Standard",6,9.62028139124265,6,0
"CZA0459",28,15,3,"Standard",6,5.46188177859425,24,0
"CZA0460",26,16,0,"Basic",4,29.1176613501016,12,0
"CZA0461",78,20,5,"Premium",9,2.71849460063305,6,0
"CZA0462",45,19,3,"Basic",10,30.2019075378765,24,0
"CZA0463",47,13,3,"Premium",5,5.77700670701682,1,0
"CZA0464",28,19,1,"Standard",6,19.1056433123996,6,0
"CZA0465",54,4,0,"Basic",3,1.82316830092697,12,0
"CZA0466",35,25,4,"Standard",10,14.429236127969,12,0
"CZA0467",32,10,4,"Basic",6,13.6467566519749,6,0
"CZA0468",61,13,1,"Standard",7,3.03480787660952,6,0
"CZA0469",36,14,2,"Basic",8,4.31532778210096,12,0
"CZA0470",68,11,2,"Premium",7,8.46100018518414,6,0
"CZA0471",24,12,3,"Basic",7,16.4559119245518,6,0
"CZA0472",69,15,0,"Standard",5,4.32235540876187,6,0
"CZA0473",45,15,3,"Premium",7,6.31616235025141,12,0
"CZA0474",65,25,1,"Standard",8,22.1966828043087,12,0
"CZA0475",59,8,2,"Premium",4,3.35635959049685,12,0
"CZA0476",46,12,3,"Basic",5,14.3457794864245,12,0
"CZA0477",57,19,2,"Basic",9,10.1161962892956,24,0
"CZA0478",18,9,8,"Basic",4,3.40733285062529,6,0
"CZA0479",31,12,3,"Basic",6,4.62970203380867,1,0
"CZA0480",62,23,3,"Basic",10,12.7852767786642,12,0
"CZA0481",31,6,3,"Standard",6,8.79577597054475,6,0
"CZA0482",68,9,0,"Basic",7,20.0367641622036,12,0
"CZA0483",37,9,3,"Standard",6,4.84889685517009,24,0
"CZA0484",61,20,3,"Premium",8,2.22522628714462,6,0
"CZA0485",76,9,6,"Basic",3,15.3863207014031,1,0
"CZA0486",25,15,0,"Basic",6,4.82574374568855,6,0
"CZA0487",26,14,3,"Premium",5,8.03846680230881,6,0
"CZA0488",60,12,2,"Basic",6,24.6143417172077,24,0
"CZA0489",45,19,2,"Standard",10,6.20099748248394,6,0
"CZA0490",70,14,3,"Basic",7,21.8606611969481,24,0
"CZA0491",78,5,0,"Standard",4,3.42808653859299,24,0
"CZA0492",22,14,0,"Premium",8,14.1237512392185,6,0
"CZA0493",47,17,7,"Basic",8,8.78248544874321,12,1
"CZA0494",61,22,3,"Basic",8,4.41169920478282,1,0
"CZA0495",23,9,1,"Standard",5,3.01618788042842,24,0
"CZA0496",80,14,3,"Standard",7,7.79631015343043,1,0
"CZA0497",34,17,6,"Premium",7,8.8340655533247,1,0
"CZA0498",21,9,1,"Basic",7,8.97293452971661,6,0
"CZA0499",61,6,2,"Basic",5,10.7596089976185,24,0
"CZA0500",67,22,2,"Basic",7,5.35301580424761,6,0
"CZA0501",40,22,4,"Standard",10,5.16485688962392,1,0
"CZA0502",41,6,6,"Basic",4,8.72206930501493,24,0
"CZA0503",36,6,2,"Standard",7,5.0575773287802,24,0
"CZA0504",23,14,1,"Standard",5,17.3476899412214,12,0
"CZA0505",41,19,3,"Premium",9,8.34694090099274,24,0
"CZA0506",29,12,2,"Basic",8,4.80334321566936,12,0
"CZA0507",51,23,2,"Premium",10,2.08584682764359,24,0
"CZA0508",49,14,2,"Standard",7,4.70875351201618,24,0
"CZA0509",77,7,2,"Basic",6,30.9450545035274,1,0
"CZA0510",39,21,2,"Basic",5,4.9901516755748,12,0
"CZA0511",47,12,2,"Basic",7,4.11566525081791,6,0
"CZA0512",23,12,5,"Basic",6,11.6704878820872,6,0
"CZA0513",71,14,3,"Standard",8,10.063401083337,6,0
"CZA0514",43,13,1,"Basic",7,12.5051472507973,6,0
"CZA0515",64,5,2,"Premium",7,6.08251000399161,24,0
"CZA0516",29,18,2,"Standard",7,16.2137224967855,24,0
"CZA0517",46,17,0,"Basic",9,3.25168654239173,12,0
"CZA0518",66,20,1,"Premium",8,7.14052470979719,24,0
"CZA0519",22,13,2,"Standard",8,4.51363025332612,12,0
"CZA0520",69,13,1,"Basic",5,11.8999124936068,12,0
"CZA0521",37,8,3,"Standard",7,8.09304242740417,24,0
"CZA0522",41,15,0,"Basic",6,16.067452745163,24,0
"CZA0523",37,9,3,"Basic",6,31.2166188447976,24,0
"CZA0524",20,24,2,"Premium",7,8.15359449380966,6,0
"CZA0525",50,10,3,"Standard",7,5.08232250665078,12,0
"CZA0526",60,7,0,"Premium",10,4.15178470600245,1,0
"CZA0527",74,16,0,"Standard",10,6.14645942286658,12,0
"CZA0528",20,5,2,"Basic",6,7.03768101444199,6,0
"CZA0529",79,10,2,"Standard",5,29.7926387237836,12,0
"CZA0530",37,21,1,"Premium",9,3.35222170010967,1,0
"CZA0531",76,22,3,"Basic",8,3.43751145184371,1,0
"CZA0532",61,12,3,"Basic",3,5.55347199461712,12,0
"CZA0533",46,18,4,"Basic",7,11.1483513328511,24,0
"CZA0534",69,10,2,"Premium",6,13.1284062920037,12,0
"CZA0535",20,22,2,"Basic",8,3.91355320935635,1,0
"CZA0536",64,17,1,"Premium",7,8.07624490028968,6,0
"CZA0537",40,9,1,"Basic",7,7.17049661756528,12,0
"CZA0538",69,15,1,"Basic",10,17.0584303344364,24,0
"CZA0539",51,13,4,"Premium",8,15.838355563341,1,0
"CZA0540",35,13,2,"Basic",8,5.93818489767585,1,0
"CZA0541",68,16,0,"Standard",7,7.63082249245804,1,0
"CZA0542",24,21,3,"Standard",8,11.6686508285691,6,0
"CZA0543",70,12,1,"Standard",8,2.32229322002134,24,0
"CZA0544",35,11,2,"Basic",8,5.94654467609629,24,0
"CZA0545",65,14,2,"Basic",6,11.049785530841,24,0
"CZA0546",78,19,1,"Standard",9,5.12298610120127,1,0
"CZA0547",23,22,0,"Basic",7,7.08554830041312,12,0
"CZA0548",71,23,2,"Standard",7,7.28119302029453,1,0
"CZA0549",68,20,2,"Standard",10,4.45239765510697,12,0
"CZA0550",42,5,5,"Standard",5,3.68350267987392,6,0
"CZA0551",38,22,5,"Premium",8,6.42433379236806,12,0
"CZA0552",31,17,0,"Basic",9,5.79549286973338,6,0
"CZA0553",53,14,2,"Premium",7,13.2482642779808,12,0
"CZA0554",73,10,1,"Basic",5,21.5616774915896,12,0
"CZA0555",51,6,1,"Basic",5,7.32764611796515,1,0
"CZA0556",54,15,1,"Standard",4,9.76759617906317,12,0
"CZA0557",59,13,3,"Basic",6,7.03367465839487,12,0
"CZA0558",51,8,1,"Premium",5,11.2565692404967,6,0
"CZA0559",50,7,1,"Standard",3,8.61019377156944,12,0
"CZA0560",19,16,6,"Standard",7,8.7199791887094,6,0
"CZA0561",21,8,3,"Basic",5,16.1035636035157,12,0
"CZA0562",76,16,1,"Premium",9,3.70174820323203,1,0
"CZA0563",66,18,3,"Basic",7,20.3586281386327,12,0
"CZA0564",30,11,1,"Basic",5,9.43455193970948,12,0
"CZA0565",58,18,2,"Premium",8,8.38609860945697,12,0
"CZA0566",59,18,1,"Standard",8,4.99197041320989,1,0
"CZA0567",43,9,0,"Standard",6,6.58823633936334,6,1
"CZA0568",68,21,4,"Standard",9,9.59823630245597,12,0
"CZA0569",52,20,0,"Standard",7,1.74263793508286,6,0
"CZA0570",73,19,4,"Basic",7,4.84978626939962,1,0
"CZA0571",52,15,1,"Premium",8,11.1361227753218,12,0
"CZA0572",74,10,0,"Premium",8,6.01263296262796,12,0
"CZA0573",54,16,3,"Basic",4,4.21913747843424,12,0
"CZA0574",44,16,1,"Basic",7,4.73515200336171,12,0
"CZA0575",77,28,0,"Standard",10,8.71481388198843,6,0
"CZA0576",62,26,3,"Premium",7,2.35282640409111,6,0
"CZA0577",44,15,0,"Premium",9,13.5971534869839,6,0
"CZA0578",19,12,2,"Premium",6,1.61889809233714,6,0
"CZA0579",53,16,1,"Basic",8,5.19482186561018,12,0
"CZA0580",48,23,2,"Basic",10,4.25873541263729,24,0
"CZA0581",72,7,2,"Basic",7,3.08323648877223,24,0
"CZA0582",68,9,0,"Basic",8,3.47454960978178,6,0
"CZA0583",71,22,1,"Basic",5,8.80266175162111,1,0
"CZA0584",41,22,0,"Basic",6,6.79480383489016,6,0
"CZA0585",72,14,3,"Basic",8,5.98587877187258,12,0
"CZA0586",27,7,2,"Standard",4,1.4556686627617,12,0
"CZA0587",35,10,2,"Basic",5,2.924067136002,1,0
"CZA0588",59,19,1,"Basic",10,6.74016915153429,1,0
"CZA0589",79,24,2,"Basic",9,3.99632581557182,12,0
"CZA0590",54,17,1,"Premium",7,4.23025277426525,12,0
"CZA0591",51,12,3,"Standard",6,15.4047899858331,12,0
"CZA0592",22,17,4,"Standard",5,8.35543181355638,24,0
"CZA0593",78,16,2,"Standard",4,3.55839202641307,24,0
"CZA0594",25,8,2,"Basic",5,5.32233858014,6,0
"CZA0595",23,16,1,"Basic",8,6.05308199452265,6,0
"CZA0596",73,22,0,"Standard",6,4.5896022894303,1,0
"CZA0597",50,13,2,"Basic",4,3.76279665689722,12,0
"CZA0598",39,18,1,"Standard",10,7.12590790001016,24,0
"CZA0599",73,16,3,"Standard",8,12.4141419632486,1,0
"CZA0600",20,17,1,"Standard",8,8.66070737701998,6,0
"CZA0601",33,12,2,"Basic",8,6.42307574575076,6,0
"CZA0602",61,21,0,"Standard",9,9.69368043203941,24,0
"CZA0603",32,16,1,"Standard",6,12.8808647440543,12,0
"CZA0604",38,12,3,"Standard",8,6.69686984037014,1,0
"CZA0605",29,18,3,"Standard",6,10.1661506636499,6,0
"CZA0606",68,18,0,"Basic",7,3.31381125993629,6,0
"CZA0607",27,17,4,"Premium",8,6.2043119013304,24,0
"CZA0608",69,0,0,"Basic",4,5.50574012532129,6,0
"CZA0609",39,21,2,"Basic",9,8.47368223339576,24,0
"CZA0610",41,9,2,"Basic",7,9.48890915937658,12,0
"CZA0611",57,13,2,"Standard",5,6.77654520095032,24,0
"CZA0612",24,21,3,"Basic",6,4.32170518898493,12,0
"CZA0613",19,6,2,"Standard",3,3.85434101029412,6,0
"CZA0614",80,9,6,"Standard",7,8.97968162070806,12,0
"CZA0615",54,9,6,"Basic",5,19.101861606134,12,0
"CZA0616",66,10,1,"Premium",7,4.25887518164711,24,0
"CZA0617",73,19,2,"Basic",10,5.64427032811917,6,0
"CZA0618",65,19,1,"Basic",7,9.31360646961091,12,0
"CZA0619",79,16,2,"Basic",9,5.01165241943891,12,0
"CZA0620",21,15,1,"Premium",6,8.04540097222874,1,0
"CZA0621",74,13,0,"Standard",8,7.14692874388832,1,0
"CZA0622",72,12,0,"Standard",6,4.29144663307109,6,0
"CZA0623",66,12,0,"Standard",5,13.2236762180014,12,0
"CZA0624",41,17,3,"Standard",9,13.3620083987251,24,0
"CZA0625",21,18,2,"Basic",9,15.1333006193522,24,0
"CZA0626",41,15,3,"Premium",6,17.9501345428153,12,0
"CZA0627",35,15,2,"Basic",7,5.18384339063714,6,0
"CZA0628",71,3,1,"Standard",8,5.33806203572385,6,0
"CZA0629",40,17,2,"Premium",6,8.87157726189922,12,0
"CZA0630",37,11,4,"Standard",6,11.4851705241726,6,1
"CZA0631",65,20,3,"Standard",10,5.82559820690119,24,0
"CZA0632",70,23,2,"Premium",7,5.49401124318902,24,0
"CZA0633",46,2,2,"Basic",8,4.79325600352724,6,0
"CZA0634",63,18,2,"Basic",7,20.8539071402918,12,0
"CZA0635",24,10,4,"Basic",5,1.27670629379772,6,0
"CZA0636",32,14,4,"Standard",7,6.57119285139995,6,0
"CZA0637",77,19,1,"Standard",9,7.58937326287975,1,0
"CZA0638",65,16,1,"Basic",10,3.51933931680755,24,0
"CZA0639",69,13,0,"Premium",7,9.67744699555617,24,0
"CZA0640",44,17,3,"Standard",8,1.86458521089512,12,0
"CZA0641",55,11,0,"Basic",4,14.4180111998484,6,0
"CZA0642",68,21,3,"Standard",8,2.30630710757112,1,0
"CZA0643",73,7,3,"Standard",2,1.5810443092601,6,0
"CZA0644",42,17,4,"Basic",7,4.32973059548329,6,1
"CZA0645",24,22,2,"Standard",10,8.27679880376669,1,0
"CZA0646",57,0,4,"Basic",4,4.68283167007879,24,0
"CZA0647",64,18,3,"Standard",8,4.99530815707492,1,0
"CZA0648",23,11,4,"Basic",6,9.33007900380002,6,0
"CZA0649",37,18,1,"Premium",7,3.52108561339941,12,0
"CZA0650",56,14,0,"Standard",7,6.95809213314342,6,0
"CZA0651",65,20,1,"Premium",6,10.4704090726515,1,0
"CZA0652",75,18,3,"Basic",7,23.1916606589168,1,0
"CZA0653",47,18,1,"Standard",7,10.3358281119704,1,0
"CZA0654",53,12,1,"Basic",7,24.5407277502323,6,0
"CZA0655",64,11,0,"Basic",7,10.1473442750204,6,0
"CZA0656",71,14,2,"Standard",6,7.37231089422433,24,0
"CZA0657",74,12,0,"Basic",8,1.52260944126907,12,0
"CZA0658",21,14,4,"Basic",9,3.13534436594425,24,0
"CZA0659",49,13,0,"Premium",5,5.91047478098434,6,0
"CZA0660",40,16,3,"Basic",7,12.1653204651392,24,0
"CZA0661",70,10,3,"Standard",5,5.89580156690436,6,0
"CZA0662",68,8,0,"Standard",5,10.8108908155893,6,0
"CZA0663",25,16,1,"Standard",8,3.50900335850693,24,0
"CZA0664",62,17,2,"Standard",9,6.09890470106578,6,0
"CZA0665",33,20,3,"Standard",9,8.60122145421416,12,0
"CZA0666",23,17,1,"Basic",7,5.74557502274974,24,0
"CZA0667",76,14,4,"Basic",8,7.9963260023665,12,0
"CZA0668",28,18,1,"Standard",9,4.62037736162172,12,0
"CZA0669",58,10,2,"Standard",5,9.60267452744343,12,0
"CZA0670",29,7,1,"Basic",6,6.98148451394715,6,0
"CZA0671",19,9,2,"Standard",4,7.14966467741706,6,0
"CZA0672",50,15,2,"Standard",9,1.88862497811052,6,0
"CZA0673",23,20,0,"Premium",8,4.6109411634635,24,0
"CZA0674",36,20,3,"Standard",10,2.60452193615014,6,0
"CZA0675",44,20,1,"Basic",9,2.40126902893748,6,0
"CZA0676",54,19,2,"Premium",8,5.22932302728131,6,0
"CZA0677",68,16,2,"Premium",8,6.60245231288261,12,0
"CZA0678",31,10,2,"Basic",4,9.01166778316335,1,0
"CZA0679",46,14,2,"Basic",5,15.8613265700716,12,0
"CZA0680",46,15,1,"Standard",6,10.085313007351,12,0
"CZA0681",63,13,1,"Standard",7,15.0059867558212,12,0
"CZA0682",62,12,2,"Standard",6,5.11195952120026,12,0
"CZA0683",70,10,7,"Standard",5,5.95667165993169,1,0
"CZA0684",73,10,1,"Standard",7,15.7938120212937,1,0
"CZA0685",77,20,1,"Basic",7,7.39530270272712,6,0
"CZA0686",52,16,0,"Standard",9,2.27920956085397,24,0
"CZA0687",50,13,2,"Standard",5,4.08536524932961,6,0
"CZA0688",29,7,2,"Standard",5,14.9590196933957,1,0
"CZA0689",48,14,3,"Basic",6,4.81860236200816,6,0
"CZA0690",34,15,5,"Premium",6,9.33164108684193,1,0
"CZA0691",20,13,2,"Basic",5,7.46298812508685,6,0
"CZA0692",57,12,0,"Basic",7,5.22027287198665,12,0
"CZA0693",51,17,1,"Basic",9,5.78026497648217,6,0
"CZA0694",27,13,4,"Basic",7,9.7201823977866,12,0
"CZA0695",36,12,3,"Basic",9,8.55661938273973,24,0
"CZA0696",54,27,3,"Standard",7,17.5362312516294,1,0
"CZA0697",28,20,4,"Standard",7,6.42454718269157,6,0
"CZA0698",24,14,2,"Basic",8,3.87193495546493,1,0
"CZA0699",45,11,2,"Standard",7,8.29897631044951,24,0
"CZA0700",40,21,1,"Standard",9,12.1063993811238,1,0
"CZA0701",70,8,3,"Basic",8,36.5023582835281,12,1
"CZA0702",34,13,0,"Basic",9,5.34104801297376,24,0
"CZA0703",19,21,2,"Premium",6,5.87997493804504,6,0
"CZA0704",71,11,4,"Basic",6,13.7047878143065,24,0
"CZA0705",39,11,3,"Basic",4,18.1178979833738,6,0
"CZA0706",57,19,3,"Premium",6,4.65956781547595,1,0
"CZA0707",52,14,0,"Basic",7,11.7658270648244,1,0
"CZA0708",41,14,2,"Standard",7,4.97482274171795,1,0
"CZA0709",30,16,6,"Premium",6,3.76773946731777,1,0
"CZA0710",45,16,2,"Standard",8,11.4312705553852,12,0
"CZA0711",57,19,1,"Premium",7,7.96095080462953,1,0
"CZA0712",50,19,0,"Basic",8,9.70393637164155,12,0
"CZA0713",59,13,0,"Standard",7,4.92166826998281,12,0
"CZA0714",63,24,4,"Premium",8,25.9581225709326,12,0
"CZA0715",48,6,1,"Basic",4,11.7717383815338,6,0
"CZA0716",42,10,4,"Basic",5,5.6854956105736,1,0
"CZA0717",18,8,2,"Standard",6,12.0845073958543,6,0
"CZA0718",18,15,2,"Basic",6,3.15768742223304,6,0
"CZA0719",80,15,5,"Basic",7,6.70983869455848,24,0
"CZA0720",25,6,0,"Basic",4,19.7341478603391,12,0
"CZA0721",44,13,3,"Basic",6,6.47411864602537,1,0
"CZA0722",63,8,1,"Basic",6,13.9760235854301,6,0
"CZA0723",64,15,2,"Basic",6,6.32591444132487,12,0
"CZA0724",72,5,1,"Basic",4,1.4790226822022,1,0
"CZA0725",56,19,0,"Standard",6,3.9902393561149,1,0
"CZA0726",65,13,3,"Basic",8,8.63578815868497,1,0
"CZA0727",71,12,1,"Premium",10,20.3399492931224,24,0
"CZA0728",56,15,2,"Standard",6,4.87743034484324,6,0
"CZA0729",67,12,2,"Basic",7,8.96371989756524,6,0
"CZA0730",19,15,1,"Premium",9,3.76078043124153,6,0
"CZA0731",44,8,6,"Standard",5,3.62727120370567,12,0
"CZA0732",72,10,2,"Basic",5,4.28824839319486,24,0
"CZA0733",58,12,0,"Basic",7,19.2660301088912,1,0
"CZA0734",75,6,4,"Basic",4,14.2708224244741,12,0
"CZA0735",29,15,4,"Basic",7,11.1961011951583,1,0
"CZA0736",38,24,2,"Premium",8,16.1323050653671,12,0
"CZA0737",68,21,1,"Premium",7,5.48985861656098,24,0
"CZA0738",79,9,3,"Basic",6,12.5749137337761,24,0
"CZA0739",38,12,5,"Standard",6,8.55692155897517,24,0
"CZA0740",18,13,3,"Standard",10,3.54532329267412,1,0
"CZA0741",80,20,0,"Premium",4,4.12991342549265,12,0
"CZA0742",27,13,5,"Basic",8,7.65253566460505,6,0
"CZA0743",21,10,2,"Standard",5,8.53300037112691,6,0
"CZA0744",55,7,0,"Standard",5,5.90057088816928,6,0
"CZA0745",38,16,1,"Basic",6,3.67832001157012,1,0
"CZA0746",51,10,0,"Standard",7,1.70979869550447,24,0
"CZA0747",67,17,3,"Standard",9,9.95091827253125,6,0
"CZA0748",22,15,3,"Standard",8,6.00930922059363,6,0
"CZA0749",61,19,4,"Standard",6,10.8526861223539,6,0
"CZA0750",77,20,1,"Standard",10,2.50396563906329,12,0
"CZA0751",35,6,5,"Basic",5,3.07303245760594,24,0
"CZA0752",33,18,3,"Basic",8,6.83507667240964,6,0
"CZA0753",28,16,3,"Basic",7,2.74843188405185,6,1
"CZA0754",22,13,2,"Standard",6,1.8439911107633,12,0
"CZA0755",53,13,5,"Basic",7,12.7881221807918,6,0
"CZA0756",48,15,2,"Basic",5,13.8822151852627,12,0
"CZA0757",49,18,4,"Standard",9,3.59313632986475,6,0
"CZA0758",73,4,1,"Basic",6,6.10775888930286,1,0
"CZA0759",20,22,2,"Standard",9,3.34082895521991,24,0
"CZA0760",31,6,4,"Basic",7,9.22114154500472,12,0
"CZA0761",50,5,3,"Standard",3,7.23713340385111,24,0
"CZA0762",33,18,0,"Basic",9,4.0203850608646,6,0
"CZA0763",54,5,1,"Basic",5,4.29756128707507,24,0
"CZA0764",48,16,2,"Premium",8,3.51325572520229,12,0
"CZA0765",53,6,2,"Basic",5,10.0288103276161,24,0
"CZA0766",27,4,6,"Basic",4,11.0199381751645,12,0
"CZA0767",27,11,4,"Basic",5,9.6170005804896,24,0
"CZA0768",44,18,1,"Standard",9,4.09586206571986,6,0
"CZA0769",60,17,3,"Standard",9,2.11632535205245,24,0
"CZA0770",59,10,4,"Basic",8,10.7146607179246,12,0
"CZA0771",75,13,2,"Basic",7,6.52772660761564,6,0
"CZA0772",68,13,2,"Basic",5,7.1880890318284,12,0
"CZA0773",60,13,1,"Basic",9,15.2181620977801,12,0
"CZA0774",68,11,2,"Basic",4,3.95325352036117,12,0
"CZA0775",26,15,1,"Basic",7,16.4579843121758,12,0
"CZA0776",34,12,2,"Premium",7,5.53319802648733,1,0
"CZA0777",39,19,1,"Premium",6,4.48513468325345,24,0
"CZA0778",43,15,1,"Premium",5,6.39795046559856,6,0
"CZA0779",57,13,2,"Standard",7,9.70861669432401,6,0
"CZA0780",68,17,2,"Basic",10,6.39137259115985,12,0
"CZA0781",34,11,1,"Basic",5,3.93395367997835,12,0
"CZA0782",69,10,1,"Standard",5,6.06699245196684,24,0
"CZA0783",19,7,3,"Basic",4,1.24688473577183,6,0
"CZA0784",59,20,2,"Premium",10,5.17604795840199,1,0
"CZA0785",68,3,0,"Standard",4,10.1672965857232,1,0
"CZA0786",47,11,0,"Basic",5,6.56346167298825,12,0
"CZA0787",31,16,5,"Standard",6,11.963129827895,1,0
"CZA0788",19,8,1,"Standard",5,10.3831853429888,6,0
"CZA0789",36,13,3,"Basic",6,11.610997652303,24,0
"CZA0790",75,18,3,"Standard",9,11.6958193977322,1,0
"CZA0791",76,4,1,"Basic",5,2.18801221449657,6,0
"CZA0792",52,9,0,"Basic",7,7.4106027294951,12,0
"CZA0793",32,26,2,"Premium",8,23.1280723794375,24,0
"CZA0794",48,12,3,"Standard",7,5.27859699132959,12,0
"CZA0795",68,10,1,"Standard",1,10.1448045728289,1,0
"CZA0796",43,9,1,"Basic",7,8.16923779754696,12,0
"CZA0797",24,15,2,"Premium",7,10.9124960329348,12,0
"CZA0798",35,16,5,"Standard",7,6.10787497433255,24,0
"CZA0799",40,11,2,"Standard",7,4.69355594518202,6,0
"CZA0800",34,14,2,"Basic",5,7.77079589603539,1,0
"CZA0801",47,19,1,"Standard",7,8.54606020054821,6,0
"CZA0802",41,19,3,"Premium",8,6.49003158369622,12,0
"CZA0803",26,19,1,"Standard",5,7.55348061409455,6,0
"CZA0804",21,9,2,"Basic",6,9.8546788601392,6,0
"CZA0805",34,16,2,"Premium",7,4.29165000985909,24,0
"CZA0806",78,18,0,"Standard",7,16.4080876069525,24,0
"CZA0807",48,13,5,"Basic",5,34.4852670059519,12,0
"CZA0808",48,14,2,"Basic",9,20.7810960584372,1,0
"CZA0809",64,13,4,"Basic",4,5.37580056100149,12,0
"CZA0810",59,18,2,"Premium",5,2.06262390315088,1,0
"CZA0811",21,15,1,"Standard",6,7.67477187555437,1,0
"CZA0812",61,10,2,"Standard",8,13.6835072111891,12,0
"CZA0813",41,18,3,"Premium",8,12.7390832423416,24,0
"CZA0814",73,13,3,"Standard",7,3.12419689856761,1,0
"CZA0815",66,24,2,"Premium",8,3.38988515243125,1,0
"CZA0816",27,12,2,"Standard",7,8.11424569263828,6,0
"CZA0817",36,16,2,"Standard",8,11.4530599835062,6,0
"CZA0818",26,5,2,"Standard",6,13.6133668231338,1,0
"CZA0819",55,12,2,"Standard",8,13.0851027081686,12,0
"CZA0820",53,11,0,"Standard",5,3.75248075384452,24,0
"CZA0821",61,23,6,"Premium",8,2.94814588931918,12,0
"CZA0822",37,12,2,"Basic",7,1.80621980435815,12,0
"CZA0823",56,14,0,"Basic",8,10.5218378056813,24,0
"CZA0824",79,19,4,"Premium",7,13.1928906322902,1,0
"CZA0825",64,12,2,"Standard",7,9.34737431724271,6,0
"CZA0826",23,15,4,"Basic",6,3.52053472221154,12,0
"CZA0827",46,21,0,"Basic",8,22.1403497634876,24,0
"CZA0828",21,18,4,"Standard",9,5.70245830215643,6,0
"CZA0829",39,19,3,"Standard",5,25.6700990392593,24,0
"CZA0830",64,11,3,"Standard",7,10.8697250188193,12,0
"CZA0831",18,16,4,"Standard",9,17.0000698277055,24,0
"CZA0832",66,14,2,"Basic",6,9.31309578345486,12,0
"CZA0833",47,10,4,"Basic",7,7.062106939432,24,0
"CZA0834",63,16,1,"Standard",6,3.63720799191606,1,0
"CZA0835",59,23,0,"Basic",9,4.99801116781001,12,0
"CZA0836",53,10,1,"Standard",6,7.14937195657392,12,0
"CZA0837",62,18,2,"Standard",8,9.00204566473036,1,0
"CZA0838",59,10,1,"Standard",4,7.21921738332564,12,0
"CZA0839",36,19,4,"Premium",8,6.52355587995936,24,0
"CZA0840",24,8,3,"Basic",4,8.40174869247958,1,0
"CZA0841",78,20,1,"Premium",7,5.11889998957048,12,0
"CZA0842",64,11,2,"Premium",8,5.07762575137885,12,0
"CZA0843",56,15,2,"Standard",6,2.66713992420073,1,0
"CZA0844",25,20,3,"Basic",8,13.3616682481643,24,0
"CZA0845",52,12,2,"Basic",7,7.63583774999182,24,0
"CZA0846",34,12,0,"Basic",6,6.96893932915694,24,0
"CZA0847",74,20,2,"Basic",9,4.39891082125695,24,0
"CZA0848",19,27,1,"Premium",9,6.21246834022126,6,0
"CZA0849",33,29,3,"Premium",10,3.45302963584925,6,0
"CZA0850",26,15,1,"Premium",6,3.54483584679377,6,0
"CZA0851",38,10,4,"Standard",5,1.92848314718066,1,0
"CZA0852",63,18,3,"Standard",7,14.6903253969185,6,0
"CZA0853",79,17,2,"Standard",8,8.0701724998678,12,0
"CZA0854",62,19,0,"Basic",10,3.38128744247663,6,0
"CZA0855",49,14,2,"Basic",6,16.6873445810528,1,0
"CZA0856",45,14,2,"Basic",3,11.4411233762856,12,0
"CZA0857",77,23,6,"Standard",7,12.4244659877911,12,0
"CZA0858",25,16,1,"Standard",6,6.30889538346069,1,0
"CZA0859",23,18,2,"Standard",9,5.49582984905698,12,0
"CZA0860",73,19,4,"Premium",8,6.89890682985133,24,0
"CZA0861",44,13,2,"Basic",9,9.80883450183068,24,0
"CZA0862",21,10,3,"Basic",7,12.9350440956297,6,0
"CZA0863",58,13,0,"Standard",4,22.4800535012129,6,0
"CZA0864",47,5,4,"Standard",6,5.17402397295707,12,0
"CZA0865",56,21,2,"Standard",7,3.62953549142512,24,0
"CZA0866",35,5,1,"Basic",5,7.9295878908334,24,0
"CZA0867",28,10,2,"Basic",6,61.2811891052597,24,0
"CZA0868",25,15,4,"Premium",7,5.4737772008169,1,0
"CZA0869",49,21,2,"Standard",8,16.4771875649216,6,0
