"CustomerID","Age","SubscriptionTier","ContractDuration_Months","DataUsage_GB","UsageFrequency","SupportTickets","SatisfactionScore","Churn"
"CZA0469",18,"Basic",18,2.1,2.1,1,8,0
"CZA0470",30,"Basic",24,1,5.5,2,6,0
"CZA0471",38,"Premium",12,31.2,14.4,4,6,0
"CZA0472",21,"Basic",24,8.1,3.8,2,8,0
"CZA0473",46,"Standard",12,7.3,12.6,3,5,1
"CZA0474",18,"Premium",36,18,12.6,1,6,0
"CZA0475",40,"Basic",2,3.5,8.6,8,5,1
"CZA0476",33,"Standard",3,12.1,8.1,4,6,1
"CZA0477",32,"Basic",36,2,4.8,1,6,0
"CZA0478",35,"Standard",3,6.3,10.3,4,6,0
"CZA0479",42,"Standard",18,1.9,9.8,0,5,0
"CZA0480",43,"Basic",24,0.6,3.3,1,5,0
"CZA0481",35,"Basic",18,3.3,6.1,3,6,0
"CZA0482",18,"Basic",12,5.4,9,2,6,0
"CZA0483",21,"Standard",1,21.4,10.1,7,5,0
"CZA0484",20,"Standard",36,9.4,7,0,6,0
"CZA0485",47,"Basic",18,1.6,5,3,6,0
"CZA0486",35,"Standard",12,4.5,9.3,4,5,0
"CZA0487",41,"Standard",12,25.8,13.5,2,7,0
"CZA0488",19,"Basic",24,9.5,3.2,1,7,0
"CZA0489",32,"Standard",6,20.7,9.2,1,7,0
"CZA0490",45,"Standard",12,11.4,13.1,0,7,0
"CZA0491",36,"Premium",18,32.8,19.1,1,5,0
"CZA0492",37,"Basic",36,8.2,7.4,1,5,0
"CZA0493",37,"Premium",18,1.1,9.6,3,5,0
"CZA0494",53,"Premium",12,0,14.4,2,6,0
"CZA0495",31,"Premium",18,10.7,14.5,4,6,0
"CZA0496",46,"Standard",12,1.3,9.7,3,5,0
"CZA0497",49,"Standard",5,1.6,6.2,4,5,1
"CZA0498",24,"Standard",1,8.9,8.3,3,7,0
"CZA0499",39,"Basic",12,0.2,1.3,1,6,0
"CZA0500",38,"Basic",12,1.1,6.2,2,8,0
"CZA0501",50,"Standard",12,32.2,8.7,1,6,0
"CZA0502",49,"Premium",5,6,19.2,3,7,0
"CZA0503",38,"Standard",18,9.6,9.7,4,7,0
"CZA0504",40,"Standard",36,3.6,11.8,1,7,0
"CZA0505",29,"Premium",1,30.6,20.1,5,5,0
"CZA0506",36,"Basic",12,2.3,1.4,1,6,0
"CZA0507",26,"Standard",36,4.5,6.2,0,7,0
"CZA0508",26,"Basic",18,3,3.1,0,7,0
"CZA0509",23,"Standard",18,12.3,4.5,2,5,1
"CZA0510",48,"Premium",5,22.9,7.3,3,6,0
"CZA0511",51,"Basic",4,1.6,7,2,5,0
"CZA0512",33,"Basic",24,0.2,4.8,0,7,0
"CZA0513",24,"Premium",18,2.5,17.3,2,7,0
"CZA0514",37,"Standard",4,1.2,9.1,1,6,0
"CZA0515",65,"Standard",12,14.2,6.8,1,9,0
"CZA0516",62,"Standard",18,15.4,11.6,3,6,0
"CZA0517",18,"Standard",36,9.6,10.9,1,8,0
"CZA0518",34,"Basic",1,1.5,4.8,5,7,1
"CZA0519",56,"Basic",18,5.9,5.8,0,5,0
"CZA0520",38,"Standard",3,4,13.3,3,5,0
"CZA0521",57,"Premium",24,24.4,10.4,1,4,0
"CZA0522",34,"Standard",12,7.2,12.1,3,4,1
"CZA0523",45,"Standard",18,30.8,12.9,1,6,0
"CZA0524",41,"Standard",6,8.4,9.5,2,5,0
"CZA0525",77,"Premium",3,14.3,16.8,6,7,0
"CZA0526",49,"Basic",18,0.4,6.1,2,5,0
"CZA0527",24,"Standard",24,8.8,6,4,7,0
"CZA0528",31,"Basic",1,2.3,5.5,4,5,1
"CZA0529",42,"Standard",24,7.2,10.3,0,8,0
"CZA0530",18,"Basic",12,4.2,5.8,1,6,0
"CZA0531",18,"Standard",18,43.4,10,1,7,0
"CZA0532",25,"Standard",24,10.8,10,1,8,0
"CZA0533",34,"Standard",3,3.4,9,1,6,0
"CZA0534",53,"Basic",18,3.1,6.1,2,7,0
"CZA0535",35,"Basic",36,7.7,3.4,4,7,0
"CZA0536",40,"Basic",36,5.6,6.8,0,8,0
"CZA0537",37,"Standard",18,10.6,6.9,2,6,0
"CZA0538",30,"Premium",36,31.7,19.3,2,6,0
"CZA0539",54,"Premium",4,34.7,18.4,3,6,0
"CZA0540",25,"Standard",24,6.5,17.5,0,9,0
"CZA0541",35,"Basic",18,0.5,5,3,7,0
"CZA0542",34,"Standard",36,8.6,6.1,2,7,0
"CZA0543",44,"Basic",12,0.2,3.7,1,5,0
"CZA0544",57,"Basic",12,4.2,3.5,4,4,0
"CZA0545",44,"Standard",18,6,12.5,2,8,0
"CZA0546",55,"Standard",12,14.6,5.9,2,5,0
"CZA0547",47,"Standard",3,1,8.2,3,7,0
"CZA0548",31,"Premium",18,12.2,22.9,2,7,0
"CZA0549",39,"Standard",12,5.6,8.7,1,7,0
"CZA0550",55,"Premium",4,28.6,19.2,4,6,0
"CZA0551",19,"Basic",36,7.3,5.8,0,7,0
"CZA0552",42,"Basic",12,0.9,5,0,5,0
"CZA0553",36,"Basic",12,0.8,5.9,1,7,1
"CZA0554",49,"Standard",2,11.8,9.1,3,4,0
"CZA0555",47,"Premium",12,19.6,23.3,5,6,0
"CZA0556",42,"Basic",12,1.7,8.4,1,7,0
"CZA0557",56,"Basic",5,1.7,2.6,4,6,1
"CZA0558",20,"Basic",12,10.9,8.4,0,6,0
"CZA0559",49,"Basic",18,18.1,1.8,4,5,0
"CZA0560",19,"Basic",2,9,5.9,7,7,1
"CZA0561",45,"Basic",5,0.9,9.3,5,7,1
"CZA0562",39,"Standard",24,16.2,9.3,2,6,0
"CZA0563",50,"Standard",36,7.3,9.2,0,8,0
"CZA0564",39,"Standard",18,23.2,13.3,3,5,0
"CZA0565",19,"Basic",36,5.5,2.5,1,7,0
"CZA0566",18,"Basic",12,4.8,3.9,2,5,0
"CZA0567",44,"Basic",6,0.7,4.5,1,8,0
"CZA0568",37,"Basic",24,1.1,5.5,2,7,0
"CZA0569",31,"Standard",12,19.9,4.9,2,5,0
"CZA0570",34,"Standard",5,11.7,8.9,6,6,0
"CZA0571",30,"Basic",18,3.3,6.6,0,8,0
"CZA0572",36,"Standard",24,14.2,10.5,2,7,0
"CZA0573",27,"Premium",18,14.4,16.4,2,8,0
"CZA0574",18,"Basic",12,3.3,5.4,2,5,1
"CZA0575",35,"Standard",18,14.7,7.1,0,5,0
"CZA0576",51,"Basic",12,4.3,4.7,2,6,0
"CZA0577",61,"Premium",18,4.9,11.7,2,7,0
"CZA0578",38,"Standard",36,8.5,14.5,2,10,0
"CZA0579",37,"Standard",4,10.5,11,1,6,0
"CZA0580",50,"Standard",24,4.8,10.6,2,7,0
"CZA0581",39,"Premium",24,46.1,7.8,1,7,0
"CZA0582",33,"Basic",18,0.5,2.6,1,5,0
"CZA0583",18,"Standard",12,1.5,10.1,1,6,0
"CZA0584",23,"Basic",2,2.3,4.1,3,8,0
"CZA0585",43,"Basic",18,7.4,6.5,2,5,0
"CZA0586",20,"Basic",1,0.5,7.1,3,5,0
"CZA0587",51,"Basic",12,5.1,2.8,1,6,0
"CZA0588",22,"Premium",4,3.2,17,2,6,0
"CZA0589",36,"Basic",3,0.3,8.7,4,6,0
"CZA0590",38,"Premium",1,12.6,21.4,6,4,0
"CZA0591",38,"Basic",1,3.7,7,5,5,1
"CZA0592",40,"Basic",18,1.3,3.4,1,6,0
"CZA0593",45,"Standard",18,11.7,13,2,5,0
"CZA0594",36,"Standard",12,5.6,5,2,7,0
"CZA0595",35,"Premium",18,12.9,16.5,1,6,0
"CZA0596",40,"Standard",12,10.1,8.2,2,4,0
"CZA0597",33,"Basic",1,2.2,7.9,5,7,1
"CZA0598",56,"Standard",24,0.5,9,0,9,0
"CZA0599",18,"Basic",18,1.1,4.2,1,6,0
"CZA0600",50,"Premium",36,8.1,14.4,1,7,0
"CZA0601",35,"Standard",18,4.6,10.3,1,6,0
"CZA0602",43,"Standard",5,1.6,11.5,3,5,0
"CZA0603",50,"Standard",12,12.4,5.3,2,7,0
"CZA0604",48,"Standard",36,8.3,9.6,2,7,0
"CZA0605",30,"Premium",18,27.4,25.6,4,6,0
"CZA0606",57,"Standard",18,9.7,8.7,2,6,0
"CZA0607",19,"Basic",18,0.9,3.3,1,6,0
"CZA0608",48,"Standard",2,3.1,11.8,2,6,0
"CZA0609",32,"Standard",12,24.6,11.8,1,6,0
"CZA0610",18,"Basic",12,6.2,2.2,4,4,0
"CZA0611",18,"Basic",12,1,8.5,0,6,0
"CZA0612",41,"Standard",4,2.8,10.6,3,6,0
"CZA0613",65,"Basic",36,11.9,8.4,2,8,0
"CZA0614",41,"Premium",6,1.8,12.7,2,6,0
"CZA0615",52,"Standard",36,3.8,10.3,2,8,0
"CZA0616",48,"Basic",12,1.1,4.6,4,7,0
"CZA0617",30,"Basic",24,0.9,8.9,1,6,0
"CZA0618",49,"Standard",2,9,7.7,3,3,1
"CZA0619",42,"Standard",3,13.9,12.4,2,6,0
"CZA0620",40,"Standard",24,2.3,6.7,4,7,0
"CZA0621",50,"Premium",12,37.1,19.5,1,4,0
"CZA0622",47,"Standard",12,0.2,13.6,2,7,0
"CZA0623",30,"Basic",5,4.3,9.2,1,6,1
"CZA0624",43,"Standard",18,4.3,7.7,0,8,0
"CZA0625",27,"Basic",36,1.2,4.5,6,6,0
"CZA0626",46,"Standard",6,3.7,12.2,3,5,0
"CZA0627",33,"Standard",24,17.6,3.6,0,7,0
"CZA0628",43,"Basic",12,4.4,2.1,4,7,0
"CZA0629",42,"Basic",3,0.8,5.2,3,6,1
"CZA0630",35,"Standard",6,6.4,7.9,1,7,0
"CZA0631",44,"Standard",36,0.5,12.3,3,6,0
"CZA0632",45,"Standard",12,5.2,12.6,0,7,0
"CZA0633",35,"Standard",5,17.5,19.9,1,6,0
"CZA0634",52,"Premium",18,18.1,13.2,2,6,0
"CZA0635",55,"Basic",18,0.5,3.1,2,6,0
"CZA0636",30,"Premium",18,17.1,15.7,0,7,0
"CZA0637",29,"Premium",18,10.9,15.9,1,6,0
"CZA0638",44,"Premium",18,16.2,22.9,1,7,0
"CZA0639",27,"Standard",36,1.8,6.5,3,8,0
"CZA0640",33,"Basic",18,8.6,4.5,1,6,0
"CZA0641",48,"Standard",1,7.7,11.4,7,3,0
"CZA0642",31,"Standard",18,10.7,13.4,3,6,0
"CZA0643",18,"Premium",18,70,15.3,4,7,0
"CZA0644",46,"Basic",3,3.6,4.2,0,7,0
"CZA0645",19,"Standard",18,17.2,13.6,1,6,0
"CZA0646",22,"Standard",12,10.1,6.7,0,7,0
"CZA0647",18,"Basic",18,0.2,1.2,2,6,0
"CZA0648",48,"Basic",24,6.6,5.7,1,7,0
"CZA0649",41,"Standard",2,0.6,6.1,4,5,0
"CZA0650",44,"Standard",4,7.7,9.1,1,7,0
"CZA0651",48,"Basic",12,3.2,3,3,7,0
"CZA0652",37,"Standard",12,11.2,9.3,2,5,0
"CZA0653",25,"Standard",18,25.5,7.6,3,5,0
"CZA0654",45,"Premium",36,42.1,23.8,1,8,0
"CZA0655",54,"Premium",36,1,15.3,1,7,0
"CZA0656",20,"Premium",18,63.1,27.5,1,8,0
"CZA0657",31,"Standard",4,10.4,13.9,4,6,0
"CZA0658",34,"Basic",36,1.8,3.3,4,7,0
"CZA0659",23,"Basic",5,2.9,1,3,5,0
"CZA0660",46,"Premium",12,42.7,13.4,0,6,0
"CZA0661",31,"Premium",12,16.5,19.1,1,6,0
"CZA0662",53,"Standard",5,20.2,11.2,7,5,1
"CZA0663",39,"Standard",4,1.6,12.7,3,5,0
"CZA0664",47,"Basic",1,27.4,4.5,6,5,1
"CZA0665",57,"Standard",36,5.5,12.9,1,9,0
"CZA0666",41,"Standard",12,1.9,9.1,1,7,0
"CZA0667",51,"Basic",6,1,5.8,4,5,1
"CZA0668",41,"Standard",18,15.3,10.4,0,8,0
"CZA0669",20,"Standard",24,6,13.5,5,9,0
"CZA0670",38,"Standard",6,4.2,9.9,1,6,0
"CZA0671",47,"Standard",18,1.7,7.6,3,4,0
"CZA0672",44,"Standard",4,0.3,18.7,4,5,0
"CZA0673",36,"Standard",4,7.4,6.2,1,7,0
"CZA0674",23,"Standard",2,4.9,10.7,6,6,1
"CZA0675",46,"Standard",12,2.9,7.5,0,6,0
"CZA0676",27,"Basic",6,6.1,6,1,5,0
"CZA0677",23,"Basic",18,3.9,6.6,5,7,1
"CZA0678",45,"Basic",24,1.1,7.1,3,8,0
"CZA0679",23,"Standard",12,3.8,4.2,3,7,0
"CZA0680",41,"Premium",36,24.2,23.3,2,9,0
"CZA0681",38,"Basic",36,3,9.5,1,8,0
"CZA0682",22,"Premium",12,73.5,16.6,1,6,0
"CZA0683",52,"Basic",2,1,2.7,5,5,1
"CZA0684",31,"Basic",36,1.4,2.5,3,6,0
"CZA0685",52,"Standard",12,11.2,6.3,1,7,0
"CZA0686",32,"Basic",18,1.2,6.4,3,7,0
"CZA0687",31,"Standard",36,5.5,11,0,7,0
"CZA0688",38,"Standard",5,0.8,2.3,1,5,0
"CZA0689",34,"Basic",12,14.2,7.8,1,7,0
"CZA0690",34,"Premium",6,32.5,21.4,4,6,0
"CZA0691",27,"Standard",4,7.4,7.4,5,6,1
"CZA0692",23,"Standard",4,19.3,14.3,5,7,0
"CZA0693",45,"Standard",24,5,10.7,2,7,1
"CZA0694",28,"Standard",12,1.1,5.2,1,7,0
"CZA0695",21,"Standard",18,35.6,8.4,0,8,0
"CZA0696",32,"Standard",18,8.5,9.7,1,7,0
"CZA0697",28,"Basic",18,0.3,3.3,1,8,0
"CZA0698",18,"Standard",24,20.3,3.5,3,6,0
"CZA0699",35,"Standard",12,21.2,7.1,3,5,0
"CZA0700",40,"Premium",24,76.8,11.2,4,6,0
"CZA0701",42,"Standard",18,14.8,10,1,8,0
"CZA0702",43,"Basic",24,1.2,5.1,1,6,0
"CZA0703",26,"Standard",5,1.2,8.5,1,6,0
"CZA0704",34,"Standard",24,8.5,13.6,2,6,0
"CZA0705",26,"Basic",6,2,4.3,0,7,0
"CZA0706",30,"Basic",18,2,6.4,4,7,0
"CZA0707",23,"Standard",24,2.4,11,3,7,0
"CZA0708",25,"Standard",18,17.3,12.4,1,6,0
"CZA0709",46,"Basic",24,4.4,6.2,3,7,0
"CZA0710",35,"Basic",5,2,4.6,2,8,0
"CZA0711",35,"Basic",36,4.1,3.2,1,7,0
"CZA0712",59,"Standard",4,3.2,9.9,1,6,0
"CZA0713",37,"Standard",18,1.3,7.4,3,5,0
"CZA0714",32,"Standard",2,24.5,13.2,2,4,0
"CZA0715",47,"Basic",36,3.9,6,1,8,0
"CZA0716",32,"Premium",12,1.8,28,0,6,0
"CZA0717",54,"Standard",3,3.1,9.4,4,7,0
"CZA0718",33,"Basic",24,0.9,4.4,2,8,0
"CZA0719",31,"Basic",18,2.7,5.4,0,7,0
"CZA0720",24,"Standard",24,11.6,9.3,1,6,0
"CZA0721",42,"Standard",36,10.8,6.8,3,6,0
"CZA0722",56,"Standard",24,0.2,5.9,0,6,0
"CZA0723",34,"Premium",4,50,13.6,1,6,0
"CZA0724",41,"Premium",18,48.4,11.7,3,6,0
"CZA0725",42,"Premium",24,45.3,20.5,2,7,0
"CZA0726",55,"Standard",4,11.3,9.6,2,7,0
"CZA0727",46,"Standard",12,6.2,9,2,7,0
"CZA0728",25,"Basic",36,14.2,5.1,0,8,0
"CZA0729",30,"Standard",18,1.4,11.2,3,8,0
"CZA0730",29,"Basic",6,0.8,2.3,1,6,0
"CZA0731",40,"Standard",12,4.5,13.7,2,8,0
"CZA0732",38,"Premium",18,3,17,1,5,0
"CZA0733",42,"Standard",36,28.7,12.4,3,7,0
"CZA0734",30,"Premium",18,14.3,22.8,2,6,0
"CZA0735",33,"Standard",18,2.1,10.5,2,6,0
"CZA0736",47,"Premium",18,107,18.9,3,3,0
"CZA0737",37,"Basic",36,12.8,4.8,1,6,0
"CZA0738",30,"Basic",36,11.8,4.9,3,6,0
"CZA0739",50,"Standard",5,6.4,15.3,2,6,1
"CZA0740",38,"Standard",18,11.7,5,2,4,0
"CZA0741",27,"Basic",5,1.8,7.7,2,6,0
"CZA0742",59,"Standard",36,23.2,7.3,1,7,0
"CZA0743",24,"Basic",36,1,3.9,2,6,0
"CZA0744",18,"Basic",24,0.1,2.3,2,5,0
"CZA0745",18,"Standard",12,6.4,13.7,1,7,0
"CZA0746",46,"Basic",24,0.7,6.7,0,8,0
"CZA0747",32,"Basic",12,5.8,4.8,1,6,0
"CZA0748",35,"Standard",18,0.6,6.3,3,8,0
"CZA0749",41,"Basic",18,7.4,6.5,1,6,0
"CZA0750",32,"Basic",18,9.8,5.3,1,5,0
"CZA0751",19,"Standard",24,8.7,9.7,0,5,0
"CZA0752",18,"Standard",18,1.3,6.8,1,6,0
"CZA0753",34,"Basic",18,2.1,4.1,4,5,0
"CZA0754",40,"Basic",6,1.4,5,3,7,0
"CZA0755",18,"Basic",18,20.7,3.2,2,8,1
"CZA0756",41,"Basic",12,4.6,5.1,2,7,0
"CZA0757",43,"Basic",4,7.1,5,2,6,0
"CZA0758",54,"Standard",24,7.5,6.8,0,8,0
"CZA0759",40,"Standard",4,3.5,12.6,3,7,0
"CZA0760",40,"Standard",4,0.3,11.3,0,5,0
"CZA0761",45,"Premium",6,26.3,14.8,5,5,0
"CZA0762",38,"Basic",18,3.4,5.6,5,5,0
"CZA0763",37,"Basic",6,6.2,2.4,1,5,0
"CZA0764",39,"Standard",36,5.2,11.5,2,7,0
"CZA0765",47,"Standard",2,10.5,13.4,5,5,1
"CZA0766",33,"Standard",36,19.9,6.2,3,6,0
"CZA0767",32,"Basic",1,9.8,3,3,5,1
"CZA0768",28,"Basic",18,14.4,6.3,4,6,0
"CZA0769",27,"Basic",18,2.2,4.4,2,6,0
"CZA0770",42,"Premium",4,2,14.8,3,6,0
"CZA0771",57,"Standard",24,7.7,10.8,2,6,0
"CZA0772",26,"Basic",18,15.2,5.9,0,6,0
"CZA0773",36,"Standard",12,17.9,7.7,2,6,0
"CZA0774",26,"Standard",18,18.3,4.4,0,5,0
"CZA0775",49,"Standard",36,2.3,11.5,0,8,0
"CZA0776",34,"Basic",18,2.8,6.6,0,8,0
"CZA0777",40,"Standard",5,37.1,10.7,2,8,0
"CZA0778",42,"Basic",18,2.6,2.8,4,8,0
"CZA0779",25,"Standard",3,5,11.2,4,5,0
"CZA0780",37,"Basic",18,4.1,5.6,1,6,0
"CZA0781",35,"Basic",12,2.4,4.8,5,8,0
"CZA0782",46,"Basic",1,1.5,6.5,8,4,1
"CZA0783",23,"Standard",18,16.4,12.6,0,6,0
"CZA0784",24,"Standard",18,9.1,6.9,1,7,0
"CZA0785",47,"Basic",36,1.2,1,0,7,0
"CZA0786",31,"Basic",36,0.4,1.9,3,8,0
"CZA0787",30,"Basic",12,1.8,4,0,6,1
"CZA0788",39,"Standard",12,32.6,15.6,2,5,0
"CZA0789",34,"Basic",12,2.4,3.7,1,7,0
"CZA0790",60,"Standard",18,10.7,6.2,2,6,0
"CZA0791",41,"Standard",18,2.9,11.8,1,5,0
"CZA0792",40,"Basic",5,11.1,6.7,2,6,1
"CZA0793",49,"Standard",12,15.7,11.8,0,8,0
"CZA0794",37,"Standard",5,3.4,4.4,2,7,0
"CZA0795",39,"Basic",18,14,3,0,6,1
"CZA0796",25,"Standard",18,15.1,10.9,3,6,0
"CZA0797",18,"Basic",12,2.3,1.4,5,5,1
"CZA0798",24,"Standard",12,22,9.4,0,7,0
"CZA0799",39,"Standard",24,0.3,7.7,1,8,0
"CZA0800",26,"Standard",18,7.2,12.9,1,4,0
"CZA0801",46,"Basic",5,7.4,4.1,1,5,0
"CZA0802",47,"Basic",18,5.7,2.8,0,6,0
"CZA0803",41,"Standard",36,39.2,7.6,1,5,0
"CZA0804",36,"Basic",3,0.3,4.5,2,5,0
"CZA0805",22,"Basic",24,4.8,5.6,4,6,0
"CZA0806",34,"Standard",12,0.9,15.1,1,8,0
"CZA0807",33,"Standard",36,7.2,9.5,3,7,0
"CZA0808",46,"Standard",36,5.9,5.5,2,6,0
"CZA0809",54,"Standard",18,1.3,19.6,1,7,0
"CZA0810",44,"Standard",12,9.3,10.9,4,7,0
"CZA0811",24,"Premium",4,88.4,17.6,6,6,1
"CZA0812",58,"Basic",18,0.5,9.8,3,6,0
"CZA0813",50,"Standard",18,1.9,11.2,4,7,0
"CZA0814",41,"Premium",12,36.4,19.1,4,6,0
"CZA0815",18,"Standard",18,3.6,9.4,2,8,0
"CZA0816",27,"Standard",12,8.6,8.8,3,6,0
"CZA0817",37,"Premium",18,9.4,23.7,2,5,0
"CZA0818",47,"Premium",36,17.3,21.5,3,7,0
"CZA0819",24,"Standard",6,0.6,11.8,0,6,0
"CZA0820",77,"Premium",12,44.1,16.2,1,7,0
"CZA0821",18,"Standard",5,29.7,6.7,2,5,0
"CZA0822",35,"Basic",24,8.6,2.6,0,8,0
"CZA0823",35,"Basic",18,5.5,6.3,0,6,0
"CZA0824",30,"Basic",12,1.7,5,5,5,0
"CZA0825",34,"Basic",36,17.4,1.1,1,9,0
"CZA0826",47,"Premium",1,3.6,25.8,5,6,0
"CZA0827",28,"Standard",4,7.1,12.1,3,6,1
"CZA0828",18,"Standard",18,17.2,8.8,4,4,0
"CZA0829",39,"Standard",18,5.7,15.3,0,7,0
"CZA0830",38,"Standard",36,1.2,10.7,0,6,0
"CZA0831",38,"Premium",12,7.1,10.4,1,7,0
"CZA0832",46,"Standard",36,15.6,11.3,1,5,0
"CZA0833",38,"Standard",18,2.6,8.4,0,6,0
"CZA0834",47,"Standard",12,15.6,13,2,7,0
"CZA0835",18,"Basic",18,2.2,2,0,5,0
"CZA0836",24,"Basic",24,5.5,6.5,2,9,0
"CZA0837",42,"Basic",2,5,6.9,3,6,0
"CZA0838",34,"Basic",18,0.7,4.9,0,8,0
"CZA0839",49,"Basic",36,13.2,5.9,3,5,0
"CZA0840",26,"Basic",24,3.8,3.3,1,5,0
"CZA0841",47,"Basic",6,5.1,4.5,3,7,0
"CZA0842",30,"Standard",12,11.5,9.7,3,5,1
"CZA0843",25,"Basic",4,12.8,7.1,1,8,0
"CZA0844",34,"Basic",5,2.7,5.5,2,5,0
"CZA0845",39,"Standard",12,8.9,11.7,3,7,0
"CZA0846",23,"Premium",18,4.5,14.4,1,6,0
"CZA0847",29,"Basic",18,0.2,3.7,0,5,0
"CZA0848",23,"Standard",1,1.6,7.4,5,5,1
"CZA0849",50,"Standard",12,0.7,12.6,2,4,0
"CZA0850",47,"Premium",24,22.2,18.4,6,6,0
"CZA0851",26,"Basic",2,5.5,5.4,4,5,1
"CZA0852",45,"Basic",6,23.7,4.6,1,5,1
"CZA0853",35,"Standard",18,10.9,7.3,2,6,0
"CZA0854",25,"Basic",12,3.6,6,3,5,1
"CZA0855",43,"Basic",4,8.4,6.1,3,5,0
"CZA0856",34,"Standard",24,19.4,11.4,3,9,0
"CZA0857",49,"Standard",18,3,10.7,2,7,0
"CZA0858",36,"Basic",18,3,6.3,0,7,0
"CZA0859",52,"Standard",6,12.8,10.9,2,6,0
"CZA0860",32,"Basic",3,2.1,4.6,2,5,1
"CZA0861",41,"Standard",12,2.7,7.3,3,4,0
"CZA0862",42,"Basic",36,0.9,1.9,2,6,0
"CZA0863",41,"Standard",18,3.1,5.9,2,6,0
"CZA0864",40,"Premium",5,32.4,22.3,5,6,0
"CZA0865",38,"Basic",18,16.4,4.8,4,5,0
"CZA0866",37,"Basic",12,12.8,4.2,3,5,1
"CZA0867",54,"Basic",18,12.1,6.4,1,5,0
"CZA0868",49,"Basic",5,3.7,4.1,2,4,1
"CZA0869",31,"Basic",18,1.2,7.8,1,5,0
"CZA0870",55,"Premium",12,15.6,22.3,3,6,0
"CZA0871",40,"Basic",4,0.2,2.8,2,5,0
"CZA0872",30,"Basic",12,3.3,6,2,7,0
"CZA0873",40,"Basic",12,9.7,2.8,2,6,0
"CZA0874",36,"Standard",36,2.8,12.1,2,6,0
"CZA0875",39,"Basic",18,1,4.7,0,8,0
"CZA0876",26,"Standard",24,0,7.9,1,7,0
"CZA0877",28,"Premium",5,84.6,17.8,0,5,0
"CZA0878",54,"Basic",1,0.7,4.6,2,6,1
"CZA0879",50,"Standard",18,29.1,9.2,1,7,0
"CZA0880",27,"Standard",12,0.2,15.3,1,6,0
"CZA0881",27,"Basic",18,9,2.2,2,7,1
"CZA0882",59,"Standard",36,2.5,12,2,7,0
"CZA0883",61,"Basic",18,2.8,4.7,5,5,0
"CZA0884",29,"Standard",24,7.9,9.2,2,9,0
"CZA0885",22,"Basic",12,0.3,6,1,6,0
"CZA0886",69,"Standard",18,1.5,7.7,2,6,0
"CZA0887",41,"Standard",18,2.9,13.9,0,6,0
"CZA0888",40,"Basic",24,4.2,5.5,2,7,0
"CZA0889",39,"Premium",12,2.8,15.8,1,5,0
"CZA0890",55,"Standard",5,21.8,17.5,2,7,0
"CZA0891",36,"Standard",12,16.4,7.8,1,7,0
"CZA0892",56,"Standard",6,2.8,8.9,0,5,0
"CZA0893",35,"Basic",18,12.6,4.4,3,5,0
"CZA0894",44,"Standard",4,2.9,3.2,2,5,0
"CZA0895",26,"Basic",12,4.7,7,1,6,0
"CZA0896",40,"Basic",6,0.3,3.1,2,5,1
"CZA0897",52,"Standard",36,40.6,9.9,1,8,0
"CZA0898",36,"Basic",1,1.1,5.8,1,7,0
"CZA0899",53,"Basic",12,0.4,5.1,1,6,0
"CZA0900",71,"Basic",36,0.1,6.6,3,7,0
"CZA0901",49,"Basic",4,0.9,6.4,2,6,0
"CZA0902",35,"Standard",18,19.5,11.8,0,6,0
"CZA0903",39,"Standard",12,0.2,7.8,7,5,0
"CZA0904",33,"Basic",4,6.3,6.1,3,8,0
"CZA0905",64,"Premium",4,18.9,8.9,6,3,1
"CZA0906",18,"Premium",5,1.8,13.2,3,4,0
"CZA0907",39,"Standard",18,37.5,10.8,2,5,1
"CZA0908",39,"Standard",6,7.4,9.8,1,7,0
"CZA0909",41,"Basic",1,3.7,3.8,10,5,1
"CZA0910",19,"Basic",12,28.6,7.6,2,6,1
"CZA0911",41,"Standard",12,6.8,8,0,6,0
"CZA0912",40,"Basic",2,0.4,6.3,6,5,1
"CZA0913",53,"Standard",5,1.1,9.7,1,7,0
"CZA0914",44,"Basic",18,0.6,6.8,2,6,0
"CZA0915",51,"Standard",3,1.7,7.6,5,6,1
"CZA0916",27,"Premium",1,24.8,19.1,6,5,0
"CZA0917",37,"Standard",36,6.4,8,2,8,0
"CZA0918",40,"Premium",5,55.6,18.5,3,7,0
"CZA0919",41,"Basic",12,3.1,2.3,4,6,0
"CZA0920",30,"Standard",12,7.5,11.1,1,5,0
"CZA0921",56,"Standard",5,5.8,11.5,2,7,0
"CZA0922",31,"Basic",5,2.4,1.8,0,5,1
"CZA0923",19,"Standard",3,26.3,4.3,0,5,0
"CZA0924",43,"Standard",6,15.1,9.9,2,5,0
"CZA0925",46,"Basic",18,5.4,5,1,6,0
"CZA0926",49,"Standard",12,4.8,6.7,1,6,0
"CZA0927",27,"Standard",18,4.3,5.4,4,4,0
"CZA0928",35,"Basic",18,6.7,6.7,0,6,1
"CZA0929",22,"Standard",18,4.6,8.7,0,7,0
"CZA0930",48,"Basic",36,6,3.8,0,8,0
"CZA0931",42,"Standard",24,28.3,13,1,7,0
"CZA0932",49,"Basic",3,2.7,8,2,7,0
"CZA0933",45,"Premium",4,4.8,16,3,6,0
"CZA0934",31,"Basic",18,0.4,6,2,6,0
"CZA0935",40,"Standard",2,30,10,3,7,0
"CZA0936",18,"Standard",12,22.9,7.6,0,7,0
"CZA0937",44,"Standard",24,0.2,9.2,2,8,0
"CZA0938",50,"Standard",4,2.5,10.8,1,6,0
